file,conf
0048_t2_fs_20220913_12.jpg,0.5456975698471069
0048_t2_fs_20220913_12.jpg,0.19032712280750275
6223_t3_fn_20230708_11.jpg,0.10112840682268143
0344_t1_fs_20230610_0.jpg,0.10360997170209885
pi9_20240726_105016_5.jpg,0.25320619344711304
pi9_20240726_105016_5.jpg,0.1233280748128891
pi9_20240723_093137_8.jpg,0.48725074529647827
pi9_20240723_093137_8.jpg,0.10959363728761673
pi9_20240726_130315_0.jpg,0.4899417459964752
3838_t3_fn_20230706_1.jpg,0.22708119451999664
2585_t2_fs_20230630_6.jpg,0.1628546267747879
pi9_20240723_093151_8.jpg,0.46972644329071045
pi9_20240723_093151_8.jpg,0.10467032343149185
3794_t3_fn_20230706_1.jpg,0.440971314907074
3794_t3_fn_20230706_1.jpg,0.205160990357399
0339_t1_fs_20230610_5.jpg,0.16569535434246063
0360_t1_fs_20230610_0.jpg,0.11238735914230347
pi4_20240712_160000_7.jpg,0.27935096621513367
pi9_20240714_092141_11.jpg,0.5516579747200012
6206_t3_fn_20230708_1.jpg,0.2565074861049652
6206_t3_fn_20230708_1.jpg,0.12388722598552704
pi9_20240723_094640_3.jpg,0.11297915130853653
pi7_20240712_120408_7.jpg,0.10428053140640259
pi7_20240712_120408_7.jpg,0.10218784213066101
pi9_20240716_062247_11.jpg,0.2084674835205078
6189_t3_fn_20230708_6.jpg,0.13772234320640564
pi9_20240723_092835_8.jpg,0.1583729386329651
0021_t2_fs_20220912_12.jpg,0.34989482164382935
pi9_20240723_094637_9.jpg,0.12368457019329071
0759_t1_fs_20230611_0.jpg,0.1399819701910019
pi9_20240716_153012_11.jpg,0.4332723617553711
2438_t2_fs_20230630_5.jpg,0.1952095925807953
pi9_20240723_092841_9.jpg,0.284755676984787
pi9_20240723_092841_9.jpg,0.1678617000579834
3778_t3_fn_20230706_1.jpg,0.45927175879478455
4593_t3_fn_20230706_6.jpg,0.12546589970588684
pi9_20240723_093155_8.jpg,0.4896390736103058
pi9_20240723_093155_8.jpg,0.13905273377895355
pi4_20240713_153538_7.jpg,0.18319173157215118
3902_t3_fn_20230706_1.jpg,0.37367501854896545
4709_t3_fn_20230706_6.jpg,0.18747545778751373
4625_t3_fn_20230706_11.jpg,0.13700565695762634
2585_t2_fs_20230630_11.jpg,0.178012415766716
4709_t3_fn_20230706_1.jpg,0.12028330564498901
pi7_20240713_071408_12.jpg,0.4190625548362732
pi9_20240723_093154_8.jpg,0.4819875657558441
pi9_20240723_093154_8.jpg,0.13042791187763214
2450_t2_fs_20230630_5.jpg,0.19490692019462585
pi6_20240808_154803_12.jpg,0.1027241051197052
6219_t3_fn_20230708_11.jpg,0.1335771083831787
pi9_20240716_140926_11.jpg,0.38869065046310425
0692_t1_fs_20230611_14.jpg,0.6957481503486633
pi2_20240816_125842_12.jpg,0.6282091736793518
3874_t3_fn_20230706_1.jpg,0.2969827950000763
3874_t3_fn_20230706_1.jpg,0.11327938735485077
pi9_20240716_123522_11.jpg,0.10361705720424652
pi9_20240723_093152_8.jpg,0.4844001829624176
pi9_20240723_093152_8.jpg,0.13559548556804657
2604_t2_fs_20230630_6.jpg,0.13203786313533783
0024_t2_fs_20220912_12.jpg,0.29716530442237854
3346_t2_fn_20230704_11.jpg,0.14074446260929108
